0.312243	0.58034	1	1	0.312243	0.58034	0.6	0.6	5.19994	0
0.808436	0.694477	7.06394	1.37631	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19245	0.527354	9.27683	0.0809228	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.27749	0.685637	4.28388	2.8137	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.55385	0.744289	4.30159	2.614	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.75802	0.866576	4.40394	2.6247	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.06567	0.858495	4.67543	2.1058	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.27076	0.947867	4.607	2.10154	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.5801	0.886577	4.88022	1.51759	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.83137	0.956908	4.93015	1.50319	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09658	0.878867	5.04162	1.05354	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.35743	0.926427	5.06514	1.03433	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.73325	0.675853	5.36466	0.1321	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.01783	0.679219	5.43806	0.123282	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.30071	0.639987	5.46079	-0.00308983	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.55978	0.642232	5.32322	-0.00761611	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71949	0.774824	5.13446	0.362254	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.96868	0.790593	5.00102	0.339216	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.28258	0.727811	5.12058	0.122169	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.54425	0.733057	5.26398	0.133789	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.84851	0.71834	5.34094	0.0738291	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.08228	0.719019	5.11749	0.0531377	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.33239	0.814088	5.10264	0.295819	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.58379	0.828444	5.05971	0.290875	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.83035	0.792279	5.05093	0.158814	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.06889	0.799406	4.87366	0.14266	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27697	0.873322	4.80145	0.321719	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57394	0.896861	5.1495	0.362583	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.8317	0.835959	5.15614	0.155438	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.07982	0.844197	4.98267	0.142296	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31461	0.849187	4.95533	0.138375	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.59614	0.859135	5.26148	0.166422	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.83468	0.944594	5.2098	0.371568	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12645	0.967671	5.26354	0.379275	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36409	1.01593	5.21242	0.459016	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64918	1.04288	5.28015	0.469072	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92845	1.21762	5.29756	0.863816	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1783	1.25791	5.0518	0.828974	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3939	1.37027	4.97325	1.01945	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6268	1.41792	4.74948	0.984667	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8406	1.46587	4.70385	0.984768	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1092	1.52103	4.89215	1.01386	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3949	1.58051	4.97044	1.03081	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6261	1.62893	4.86671	1.01441	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8508	1.71012	4.82693	1.09663	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1146	1.76959	4.99684	1.12567	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3582	1.81037	4.98676	1.0861	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.617	1.86637	5.09056	1.10276	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8116	2.03607	4.96059	1.41012	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0866	2.11318	5.12919	1.44404	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.288	2.28646	5.00847	1.71561	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4756	2.35665	4.63224	1.63573	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7237	2.50766	4.65344	1.81307	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9474	2.59603	4.60048	1.80138	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1728	2.78756	4.57452	2.06554	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4251	2.89796	4.74381	2.10727	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.629	2.97566	4.68391	2.04163	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8722	3.08089	4.75871	2.06116	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.079	3.318	4.67311	2.41391	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2987	3.43345	4.48667	2.36362	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5091	3.66239	4.43736	2.65233	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.7198	3.7908	4.36264	2.62953	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9413	3.95096	4.36307	2.7027	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1419	4.07888	4.14929	2.63807	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3326	4.3046	4.09535	2.88275	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5466	4.45179	4.11708	2.88982	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.7188	4.63726	4.04092	3.00235	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8833	4.77129	3.67913	2.88012	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0347	5.03642	3.58482	3.19742	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.2067	5.19277	3.52718	3.17557	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
